AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A702800,,2016-02-13 16:40:00,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Blue Tabby/White
A644472,Sharpie,2014-06-08 17:49:00,Return_to_owner,,Dog,Neutered Male,3 years,German Shepherd/Chinese Sharpei,Black/Tan
A690485,Jax,2014-10-25 14:19:00,Adoption,,Dog,Spayed Female,2 years,Cardigan Welsh Corgi/Cairn Terrier,Black/White
A715560,Nola,2015-11-17 17:39:00,Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,White
A710757,Coraje,2015-09-04 18:44:00,Adoption,,Dog,Neutered Male,8 months,Pointer Mix,Tricolor
A667123,Princess,2013-12-17 12:13:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A687042,,2014-08-30 14:38:00,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby
A682082,,2014-06-24 14:13:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A689634,,2014-10-09 09:00:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White
A696583,Layla,2015-03-13 17:50:00,Adoption,,Dog,Spayed Female,2 years,Dachshund Mix,Black/Brown
A700060,,2015-04-07 13:45:00,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
A672341,Mischief,2014-02-11 11:10:00,Adoption,,Dog,Spayed Female,6 years,Border Collie Mix,Black/White
A711821,Leo,2015-11-09 13:59:00,Adoption,,Cat,Neutered Male,3 months,Domestic Longhair Mix,Black
A680471,Adorable,2014-07-12 20:12:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue
A716599,,2015-11-30 19:45:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby/White
A681541,,2014-07-02 12:26:00,Euthanasia,Behavior,Dog,Intact Male,2 years,German Shepherd/Chow Chow,Brown
A661916,Bella,2014-04-02 17:42:00,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
A713962,,2015-10-15 18:59:00,Return_to_owner,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A664454,,2013-10-12 17:27:00,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,White/Brown Brindle
A703690,,2015-05-27 19:00:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A682953,Azia,2014-07-09 17:36:00,Adoption,,Dog,Spayed Female,10 months,Miniature Pinscher Mix,Black/Tan
A676573,Daisy,2014-04-12 11:21:00,Return_to_owner,,Dog,Spayed Female,1 year,Australian Shepherd/Cocker Spaniel,Black/Tan
A711200,Cookie,2015-09-07 18:14:00,Adoption,,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan
A410684,Mitty,2014-06-27 17:50:00,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Calico
A680422,Duke,2014-06-09 14:59:00,Adoption,,Dog,Neutered Male,6 months,German Shepherd Mix,Buff/Black
A711331,,2015-09-09 17:42:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A710179,Morrow,2015-09-17 11:57:00,Adoption,Foster,Cat,Neutered Male,4 months,Snowshoe Mix,Lilac Point
A698402,Sunny,2015-04-10 16:33:00,Transfer,Partner,Dog,Spayed Female,5 years,Australian Cattle Dog Mix,White/Red
A711778,Lucky,2015-09-12 17:32:00,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Black/White
A673579,Charisma,2014-03-14 18:37:00,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever/Pit Bull,Yellow
A677035,Echo,2014-04-23 13:28:00,Transfer,Partner,Cat,Neutered Male,3 years,Snowshoe Mix,Seal Point
A687112,,2014-09-04 17:14:00,Adoption,,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Black/White
A666989,Jojo,2013-11-14 11:51:00,Transfer,Partner,Dog,Intact Female,5 months,Shih Tzu Mix,Tan/Silver
A665263,Max,2013-11-01 11:37:00,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black
A713011,,2015-10-01 18:44:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A690794,Lennon,2014-11-15 11:14:00,Euthanasia,Aggressive,Dog,Neutered Male,1 year,Whippet Mix,Tan/Buff
A606646,Merry,2014-06-03 14:34:00,Adoption,Foster,Dog,Spayed Female,6 years,English Bulldog Mix,Tan/White
A693218,,2014-12-05 09:00:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A666603,,2013-11-04 14:57:00,Transfer,Partner,Dog,Intact Female,0 years,Beagle/Chihuahua Shorthair,White
A669469,Blacky,2014-10-18 15:58:00,Adoption,,Dog,Spayed Female,11 months,Labrador Retriever Mix,Black/White
A699970,,2015-04-09 15:26:00,Transfer,Partner,Cat,Intact Female,12 years,Domestic Medium Hair Mix,Black/White
A676530,Finley,2014-04-19 13:17:00,Adoption,,Dog,Neutered Male,10 months,Pit Bull Mix,Black/White
A651015,Clifford,2014-07-21 11:16:00,Transfer,Partner,Dog,Intact Male,4 years,Golden Retriever,Tan
A663123,Travis,2013-10-06 14:08:00,Return_to_owner,,Dog,Neutered Male,10 months,Dachshund Wirehair/Standard Poodle,Black
A688835,Olivia,2014-09-29 16:19:00,Transfer,Partner,Dog,Spayed Female,5 months,Labrador Retriever Mix,Tan
A696915,Unique,2015-02-16 13:08:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Black
A663714,Trigger,2013-11-15 17:09:00,Transfer,Partner,Dog,Neutered Male,2 years,Boxer/American Bulldog,Brown/White
A678367,Daisy,2014-08-12 13:39:00,Transfer,Partner,Cat,Spayed Female,3 years,Angora Mix,Calico
A719484,,2016-01-24 13:25:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A673111,B.G.,2014-03-07 19:24:00,Adoption,,Dog,Spayed Female,5 years,Toy Poodle,Apricot
A708350,,2015-07-26 14:40:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White
A713379,,2015-10-09 14:20:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A676704,,2014-04-30 16:29:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Blue Tabby
A700777,,2015-04-19 14:44:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A713598,Willie,2015-11-02 16:41:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A685655,Diamond,2014-08-10 18:44:00,Return_to_owner,,Dog,Intact Female,5 months,German Shepherd Mix,Black/Tan
A671728,Dice,2014-03-16 14:40:00,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A719206,Zeus,2016-01-25 15:37:00,Return_to_owner,,Dog,Intact Male,1 year,German Shepherd,Tan/Black
A665848,Pedro,2014-03-10 17:00:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A691705,Zip,2014-11-18 17:01:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A673420,Saphire,2015-12-04 19:25:00,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A612982,Bowser,2013-12-31 16:50:00,Return_to_owner,,Dog,Neutered Male,5 years,German Shepherd Mix,Brown/Black
A678769,Emma,2014-07-12 19:48:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A670518,Paloma,2014-01-09 15:26:00,Euthanasia,Suffering,Dog,Intact Female,15 years,German Shepherd Mix,Brown/Black
A697469,,2015-02-25 17:25:00,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White
A713822,Bodacious,2015-10-17 17:04:00,Adoption,,Dog,Neutered Male,10 months,American Bulldog Mix,Brown Merle/White
A677672,,2014-04-30 14:39:00,Transfer,Partner,Dog,Intact Male,4 weeks,Blue Lacy/American Bulldog,Red
A698076,Colt,2015-03-13 17:34:00,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Buff
A715426,Bb,2015-11-04 19:00:00,Return_to_owner,,Dog,Neutered Male,9 months,Labrador Retriever Mix,Red
A702177,,2015-07-18 15:59:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black
A586186,Arthur,2013-12-03 18:18:00,Return_to_owner,,Dog,Neutered Male,5 years,Pit Bull,White
A706606,Boyd,2015-07-23 14:09:00,Adoption,,Dog,Intact Male,1 month,Australian Shepherd Mix,Buff/White
A687430,,2014-09-15 16:53:00,Transfer,Partner,Dog,Neutered Male,6 months,German Shepherd/Labrador Retriever,Black
A693481,,2014-12-09 15:19:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Orange Tabby/White
A675248,,2014-03-26 15:52:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A700354,,2015-04-12 14:39:00,Euthanasia,Suffering,Cat,Intact Male,4 years,Domestic Medium Hair Mix,Black
A677686,Max,2014-05-01 13:43:00,Return_to_owner,,Dog,Neutered Male,3 years,Alaskan Malamute Mix,Sable
A671931,Sophia,2014-03-06 16:26:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle
A694553,,2014-12-30 18:35:00,Euthanasia,Suffering,Cat,Unknown,5 years,Domestic Longhair Mix,Orange Tabby
A708061,Alfred,2015-08-07 12:36:00,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A714629,Peach,2015-11-07 16:17:00,Adoption,,Dog,Spayed Female,2 years,Queensland Heeler Mix,White
A707737,North,2015-07-20 15:01:00,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby
A680396,Truman,2014-06-15 15:11:00,Transfer,Partner,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Black
A696349,,2015-03-07 16:09:00,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Tricolor
A688906,Kirby,2014-11-08 15:54:00,Adoption,,Dog,Neutered Male,6 months,Chihuahua Shorthair Mix,Brown
A208755,Kootrie,2015-02-17 16:25:00,Euthanasia,Suffering,Dog,Neutered Male,14 years,Border Collie Mix,Black/White
A679960,George,2014-09-07 12:55:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A718488,Yaira,2016-01-10 16:58:00,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A718902,,2016-01-20 18:59:00,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue
A685382,Dachs,2014-09-29 11:28:00,Adoption,,Dog,Neutered Male,4 months,Chihuahua Shorthair/Dachshund,Red/White
A664294,Juliet,2013-10-12 11:11:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black
A663023,Cinnamon,2015-03-24 12:16:00,Transfer,Partner,Dog,Spayed Female,8 years,Lhasa Apso/Cocker Spaniel,Tan/White
A671753,Susie,2014-02-06 11:40:00,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund Mix,Red
A684222,Brownie,2016-01-13 15:02:00,Return_to_owner,,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White
A674788,Sasha,2014-04-03 14:05:00,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown
A682580,,2014-07-23 16:02:00,Transfer,Partner,Dog,Intact Female,1 month,Miniature Poodle Mix,Black/White
A715363,Grace,2016-02-12 13:35:00,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Torbie
A697601,,2015-02-27 14:36:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A686494,,2014-09-02 17:02:00,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black Smoke
A670657,Gretel,2014-01-19 17:54:00,Adoption,,Dog,Spayed Female,2 months,Queensland Heeler Mix,Black/White
A650148,Doughie Bear,2014-07-15 17:06:00,Adoption,,Dog,Neutered Male,3 years,Border Collie/Labrador Retriever,Black/White
A665588,,2013-10-23 15:07:00,Transfer,Partner,Dog,Intact Female,1 year,Whippet/Miniature Pinscher,Tan
A713295,Charlie,2015-10-17 18:57:00,Adoption,,Dog,Neutered Male,10 months,American Staffordshire Terrier,Black/White
A681910,Nash,2014-06-26 12:09:00,Transfer,Partner,Dog,Intact Male,3 years,Boxer Mix,Brown/White
A707516,,2015-07-15 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A691259,,2014-11-01 19:08:00,Euthanasia,Suffering,Cat,Unknown,2 months,Domestic Longhair Mix,Black/White
A702403,Harvey,2015-06-14 12:57:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A695827,,2015-01-24 09:00:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Orange Tabby
A703961,,2015-05-30 18:42:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby
A702161,Hawk,2015-05-29 17:56:00,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A534780,Oliver,2014-01-13 19:30:00,Adoption,,Dog,Neutered Male,6 years,Parson Russell Terrier Mix,White/Tricolor
A669550,,2013-12-22 17:25:00,Euthanasia,Suffering,Cat,Intact Female,15 years,Domestic Shorthair Mix,Black
A671915,Henry,2014-02-06 17:58:00,Adoption,,Dog,Neutered Male,1 year,Dachshund/Catahoula,Brown Merle/Black
A675336,Runt Runt,2014-03-30 18:51:00,Return_to_owner,,Dog,Spayed Female,4 years,Standard Schnauzer Mix,Silver
A677318,,2014-04-23 14:47:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A707382,Harrison,2015-07-22 18:24:00,Adoption,,Dog,Neutered Male,6 years,Boxer Mix,Brown/White
A690670,Teller,2015-09-14 12:39:00,Return_to_owner,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White
A691606,Wolverine,2014-11-12 16:44:00,Return_to_owner,,Dog,Intact Male,3 years,Pit Bull Mix,Brown Brindle/White
A676929,,2014-04-17 14:30:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A709135,Toothless,2015-10-14 15:15:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A711842,Banjo,2015-09-17 09:27:00,Transfer,Partner,Dog,Neutered Male,5 months,Labrador Retriever Mix,Black/Gray
A718450,Elvis,2016-01-05 17:50:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A717684,Otis,2015-12-17 13:17:00,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Black/Tan
A683484,Theodore,2014-07-11 11:54:00,Return_to_owner,,Dog,Neutered Male,4 years,Rat Terrier Mix,White/Tricolor
A687159,Little John,2014-09-09 16:23:00,Adoption,,Dog,Neutered Male,11 years,Maltese Mix,White
A692602,Lucy,2014-11-28 17:55:00,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Calico
A701211,Carlos,2015-05-05 19:18:00,Adoption,,Dog,Intact Male,2 months,Labrador Retriever Mix,Brown/Cream
A704805,,2015-06-09 15:54:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
A695695,Bob Barker,2015-01-20 15:19:00,Return_to_owner,,Dog,Neutered Male,5 years,Rottweiler/Labrador Retriever,Black/Tan
A695414,,2015-01-16 09:00:00,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Tortie
A700692,Stella,2015-08-29 14:19:00,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A698324,,2015-03-09 18:41:00,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Black
A708611,Toby,2015-08-01 19:25:00,Adoption,,Dog,Neutered Male,9 years,Dachshund Mix,Black/Tan
A676795,,2014-04-15 14:13:00,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Gray Tabby
A635991,Kane,2013-10-14 15:51:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A666802,,2013-11-11 16:57:00,Transfer,Partner,Dog,Neutered Male,4 years,Maltese Mix,White
A697650,Rose,2015-03-08 15:20:00,Transfer,Partner,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,Tricolor
A678685,Verbena,2014-05-13 15:14:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby/White
A717473,,2015-12-13 12:42:00,Adoption,,Dog,Spayed Female,2 months,Mastiff/Chinese Sharpei,Black/White
A669651,Maynard,2013-12-30 16:47:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby
A689564,Howard,2014-11-21 11:27:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A675057,,2014-03-26 15:47:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A687544,Johnny Cat,2014-09-11 12:59:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A715877,Jd,2015-11-11 18:22:00,Return_to_owner,,Dog,Unknown,1 year,Carolina Dog Mix,Tan
A692842,Caramel,2014-12-04 12:33:00,Transfer,Partner,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Orange Tabby
A665170,,2013-12-01 23:58:00,Transfer,Partner,Dog,Spayed Female,1 year,Cocker Spaniel Mix,Red
A711258,Cash,2015-11-03 19:38:00,Adoption,,Dog,Neutered Male,3 years,Boxer Mix,White/Brown Brindle
A708120,Nova,2015-09-02 13:33:00,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever Mix,Black
A706836,,2015-07-08 17:14:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A678559,Gatsby,2014-05-14 08:00:00,Transfer,Partner,Dog,Intact Male,3 years,Pekingese/Lhasa Apso,Buff
A669267,Barca,2014-01-04 17:43:00,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever/Pit Bull,Blue/White
A694677,,2015-01-03 09:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A684308,,2014-07-25 19:10:00,Transfer,Partner,Dog,Neutered Male,5 months,German Shepherd Mix,White
A664797,,2013-10-10 16:58:00,Transfer,SCRP,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
A705499,,2015-06-18 13:44:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Blue
A666421,Lady Hazel,2013-11-04 23:12:00,Return_to_owner,,Dog,Intact Female,1 year,Pit Bull Mix,Brown
A702586,Tallulah,2015-06-01 13:38:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn
A694549,Boswell,2015-01-03 18:56:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair/Miniature Schnauzer,Black
A693504,Diego,2014-12-16 13:27:00,Transfer,Partner,Dog,Spayed Female,7 months,Border Collie/Basenji,Black/White
A697238,,2015-02-24 19:07:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Red/White
A697273,Elezabeth,2015-05-02 14:37:00,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan
A663985,Buster,2013-10-06 18:43:00,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier/Beagle,White/Brown
A705435,Bodhi,2015-06-27 11:16:00,Adoption,,Dog,Neutered Male,4 years,Dachshund Wirehair/Chihuahua Shorthair,Cream/Tan
A713644,,2015-10-11 09:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A709858,Sandra Dee,2015-09-05 13:08:00,Transfer,Partner,Cat,Intact Female,9 years,Domestic Medium Hair Mix,Brown Tabby
A707491,,2015-07-18 16:20:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Cream Tabby
A683365,August,2014-07-13 18:20:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/Black
A692535,Oswald,2014-11-26 16:59:00,Euthanasia,Suffering,Cat,Spayed Female,12 years,Domestic Medium Hair Mix,Black/White
A677216,,2014-04-21 18:03:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A666082,Diamond,2013-11-01 14:13:00,Transfer,Partner,Dog,Spayed Female,5 years,Boxer Mix,White/Brown
A697711,Sammy,2015-02-28 14:11:00,Return_to_owner,,Dog,Spayed Female,4 months,Labrador Retriever Mix,White/Tricolor
A698655,,2015-03-24 14:30:00,Transfer,Partner,Dog,Neutered Male,7 years,Yorkshire Terrier Mix,Buff
A679936,Isabelle,2014-06-02 17:46:00,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White
A688521,Henry,2014-09-25 17:03:00,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby
A681608,Edward,2014-06-23 18:57:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A281542,George,2014-05-19 12:32:00,Adoption,Foster,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black/Brown Brindle
A710216,Skittles,2015-08-26 18:22:00,Adoption,,Dog,Spayed Female,2 months,Great Pyrenees/Catahoula,White/Brown Merle
A449968,Bella,2015-12-19 12:41:00,Adoption,,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby
A679070,,2014-11-18 13:15:00,Euthanasia,Suffering,Dog,Neutered Male,11 months,Chihuahua Shorthair/Pug,Yellow/White
A686091,,2014-08-17 09:00:00,Transfer,SCRP,Cat,Intact Male,5 months,Siamese Mix,Seal Point
A638155,Opie,2014-02-23 12:22:00,Return_to_owner,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue/White
A707975,,2015-09-30 18:54:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White
A718320,Chardonnay,2016-01-10 14:26:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A715076,,2015-11-05 17:32:00,Adoption,,Dog,Neutered Male,3 years,Maltese/Miniature Poodle,White
A625379,Maria,2013-12-10 12:25:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Blue
A708290,,2015-07-25 15:02:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A719733,Baby,2016-02-14 16:25:00,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White
A667346,Blackie,2013-12-28 15:10:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A711377,Ruso,2015-09-07 18:47:00,Return_to_owner,,Dog,Neutered Male,3 months,Anatol Shepherd Mix,Brown/Tan
A688963,Josie,2014-11-07 12:07:00,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A713125,Ophelia,2015-10-06 13:59:00,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Tricolor
A710245,Trout,2015-08-20 15:43:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie
A706536,Butch,2016-02-19 19:15:00,Return_to_owner,,Dog,Neutered Male,5 years,English Bulldog,Tan/White
A712440,Mary Kate,2015-11-09 18:52:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A704232,,2015-07-18 20:31:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue
A675612,Riddick,2014-04-28 16:39:00,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown
A707790,,2015-07-22 17:04:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black
A672566,Cookies,2014-02-13 19:03:00,Return_to_owner,,Dog,Spayed Female,1 year,Pointer Mix,White/Black
A683461,Lola,2014-07-16 13:52:00,Transfer,Partner,Cat,Intact Female,1 year,Siamese Mix,Lynx Point
A601696,Lady,2015-02-15 16:53:00,Adoption,,Dog,Spayed Female,6 years,Labrador Retriever/Pit Bull,Black Smoke/White
A667525,Skipper,2013-12-02 17:01:00,Adoption,,Dog,Spayed Female,1 year,Jack Russell Terrier,White/Brown
A689054,Chappie,2014-10-01 15:48:00,Transfer,Partner,Cat,Spayed Female,7 months,Domestic Shorthair Mix,White/Black
A689144,Kelly,2014-10-02 14:35:00,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,Brown/White
A679110,,2014-05-19 12:49:00,Transfer,Partner,Dog,Neutered Male,7 years,Lhasa Apso Mix,Brown/White
A678273,,2014-07-13 18:33:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
